id,transaction_date,value_date,reference,debit,credit,balance,remarks,predicted_category,created_at,updated_at
159,2025-03-07,2025-03-07,Fuel purchase,6719.76,,17228951.31,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
160,2025-03-08,2025-03-08,Capital injection,,654361.32,17883312.63,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
161,2025-03-09,2025-03-09,Customer payment,,82550.46,17965863.09,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
162,2025-03-09,2025-03-09,Customer payment,,252363.28,18218226.37,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
163,2025-03-10,2025-03-10,Bank fees / transfer,17922.48,,18200303.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
164,2025-03-11,2025-03-11,Fuel purchase,16730.93,,18183572.96,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
165,2025-03-12,2025-03-12,Bank fees / transfer,1717.68,,18181855.28,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
166,2025-03-12,2025-03-12,Fuel purchase,55344.29,,18126510.99,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
167,2025-03-13,2025-03-13,Customer payment,,113452.90,18239963.89,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
168,2025-03-13,2025-03-13,Customer payment,,274636.67,18514600.56,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
169,2025-03-13,2025-03-13,Customer payment,,69794.61,18584395.17,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
170,2025-03-13,2025-03-13,POS PURCHASE - Inventory,100348.51,,18484046.66,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
171,2025-03-14,2025-03-14,Bank fees / transfer,6652.11,,18477394.55,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
172,2025-03-15,2025-03-15,Customer payment,,172334.30,18649728.85,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
173,2025-03-15,2025-03-15,Customer payment,,266712.05,18916440.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
174,2025-03-15,2025-03-15,Customer payment,,66960.88,18983401.78,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
175,2025-03-18,2025-03-18,POS PURCHASE - Inventory,233761.49,,18749640.29,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
176,2025-03-18,2025-03-18,Bank fees / transfer,3816.15,,18745824.14,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
177,2025-03-18,2025-03-18,POS PURCHASE - Inventory,247594.01,,18498230.13,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
178,2025-03-18,2025-03-18,Capital injection,,453572.77,18951802.90,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
179,2025-03-22,2025-03-22,Bank fees / transfer,13298.06,,18938504.84,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
180,2025-03-23,2025-03-23,Customer payment,,407916.06,19346420.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
181,2025-03-23,2025-03-23,Customer payment,,321029.35,19667450.25,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
182,2025-03-24,2025-03-24,Customer payment,,289340.12,19956790.37,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
183,2025-03-24,2025-03-24,Bank fees / transfer,8895.22,,19947895.15,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
184,2025-03-26,2025-03-26,Customer payment,,120245.85,20068141.00,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
185,2025-03-27,2025-03-27,Customer payment,,405307.43,20473448.43,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
186,2025-03-27,2025-03-27,Bank fees / transfer,9345.30,,20464103.13,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
187,2025-03-27,2025-03-27,Repair / Maintenance,41213.68,,20422889.45,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
188,2025-03-28,2025-03-28,Salary payment,79202.75,,20343686.70,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
189,2025-03-28,2025-03-28,Customer payment,,365249.63,20708936.33,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
190,2025-03-28,2025-03-28,Customer payment,,112482.82,20821419.15,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
191,2025-03-29,2025-03-29,Misc credit,,10472.64,20831891.79,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
192,2025-03-29,2025-03-29,POS PURCHASE - Inventory,125826.85,,20706064.94,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
193,2025-03-29,2025-03-29,Customer payment,,388339.61,21094404.55,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
194,2025-03-31,2025-03-31,Customer payment,,372388.35,21466792.90,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
195,2025-04-01,2025-04-01,Rent payment,248005.49,,21218787.41,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
196,2025-04-01,2025-04-01,Fuel purchase,11956.14,,21206831.27,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
197,2025-04-01,2025-04-01,Customer payment,,397729.27,21604560.54,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
198,2025-04-01,2025-04-01,Repair / Maintenance,29291.35,,21575269.19,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
199,2025-04-03,2025-04-03,Internet subscription,16677.85,,21558591.34,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
200,2025-04-03,2025-04-03,POS PURCHASE - Inventory,259396.41,,21299194.93,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
201,2025-04-03,2025-04-03,Misc credit,,528.60,21299723.53,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
202,2025-04-03,2025-04-03,Customer payment,,445027.84,21744751.37,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
203,2025-04-04,2025-04-04,Repair / Maintenance,101528.64,,21643222.73,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
204,2025-04-04,2025-04-04,Customer payment,,457266.75,22100489.48,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
205,2025-04-05,2025-04-05,Utility bills,33126.56,,22067362.92,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
206,2025-04-05,2025-04-05,Customer payment,,250363.44,22317726.36,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
207,2025-04-06,2025-04-06,Customer payment,,224107.16,22541833.52,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
208,2025-04-07,2025-04-07,Customer payment,,166295.10,22708128.62,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
209,2025-04-10,2025-04-10,Customer payment,,397780.94,23105909.56,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
210,2025-04-10,2025-04-10,Misc credit,,31434.44,23137344.00,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
211,2025-04-11,2025-04-11,Fuel purchase,22981.01,,23114362.99,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
212,2025-04-11,2025-04-11,Customer payment,,153144.11,23267507.10,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
213,2025-04-14,2025-04-14,Repair / Maintenance,43941.55,,23223565.55,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
214,2025-04-16,2025-04-16,Repair / Maintenance,63072.34,,23160493.21,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
215,2025-04-17,2025-04-17,Bank fees / transfer,885.04,,23159608.17,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
216,2025-04-18,2025-04-18,Customer payment,,24645.13,23184253.30,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
217,2025-04-18,2025-04-18,Capital injection,,1050629.26,24234882.56,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
218,2025-04-19,2025-04-19,Bank fees / transfer,16650.80,,24218231.76,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
219,2025-04-19,2025-04-19,POS PURCHASE - Inventory,411116.21,,23807115.55,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
220,2025-04-21,2025-04-21,Capital injection,,1087292.19,24894407.74,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
221,2025-04-21,2025-04-21,Misc credit,,32996.84,24927404.58,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
222,2025-04-25,2025-04-25,POS PURCHASE - Inventory,300855.93,,24626548.65,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
223,2025-04-25,2025-04-25,Customer payment,,395508.56,25022057.21,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
224,2025-04-25,2025-04-25,POS PURCHASE - Inventory,369312.69,,24652744.52,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
225,2025-04-26,2025-04-26,POS PURCHASE - Inventory,50793.56,,24601950.96,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
226,2025-04-26,2025-04-26,Customer payment,,185974.77,24787925.73,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
227,2025-04-28,2025-04-28,Salary payment,105301.69,,24682624.04,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
228,2025-04-28,2025-04-28,Bank fees / transfer,18107.80,,24664516.24,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
229,2025-04-29,2025-04-29,Capital injection,,1899383.25,26563899.49,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
230,2025-04-29,2025-04-29,Customer payment,,140846.76,26704746.25,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
231,2025-04-29,2025-04-29,Misc credit,,19524.62,26724270.87,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
232,2025-04-30,2025-04-30,Bank fees / transfer,10347.94,,26713922.93,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
233,2025-05-01,2025-05-01,Rent payment,240291.17,,26473631.76,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
234,2025-05-01,2025-05-01,Bank fees / transfer,11660.75,,26461971.01,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
235,2025-05-02,2025-05-02,Customer payment,,97800.45,26559771.46,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
236,2025-05-03,2025-05-03,Internet subscription,5638.20,,26554133.26,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
237,2025-05-04,2025-05-04,Customer payment,,134917.85,26689051.11,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
238,2025-05-05,2025-05-05,Utility bills,22174.38,,26666876.73,Electricity/Water/Generator,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
239,2025-05-05,2025-05-05,Bank fees / transfer,15274.18,,26651602.55,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
240,2025-05-06,2025-05-06,Repair / Maintenance,49896.06,,26601706.49,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
241,2025-05-06,2025-05-06,Bank fees / transfer,8220.29,,26593486.20,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
242,2025-05-07,2025-05-07,Bank fees / transfer,10335.56,,26583150.64,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
243,2025-05-07,2025-05-07,POS PURCHASE - Inventory,274900.22,,26308250.42,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
244,2025-05-07,2025-05-07,Customer payment,,202218.92,26510469.34,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
245,2025-05-09,2025-05-09,Customer payment,,481416.74,26991886.08,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
246,2025-05-09,2025-05-09,Misc credit,,30209.32,27022095.40,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
247,2025-05-10,2025-05-10,Customer payment,,432190.73,27454286.13,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
248,2025-05-11,2025-05-11,Misc credit,,8692.75,27462978.88,Misc small inflow,Miscellaneous,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
249,2025-05-11,2025-05-11,Bank fees / transfer,12558.10,,27450420.78,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
250,2025-05-12,2025-05-12,POS PURCHASE - Inventory,258878.88,,27191541.90,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
251,2025-05-12,2025-05-12,POS PURCHASE - Inventory,108303.29,,27083238.61,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
252,2025-05-12,2025-05-12,Bank fees / transfer,1244.72,,27081993.89,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
253,2025-05-14,2025-05-14,Bank fees / transfer,5625.33,,27076368.56,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
254,2025-05-15,2025-05-15,Capital injection,,111395.15,27187763.71,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
255,2025-05-16,2025-05-16,Repair / Maintenance,49167.08,,27138596.63,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
256,2025-05-16,2025-05-16,Repair / Maintenance,9915.41,,27128681.22,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
257,2025-05-17,2025-05-17,Bank fees / transfer,1967.25,,27126713.97,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
258,2025-05-18,2025-05-18,Repair / Maintenance,103109.81,,27023604.16,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
259,2025-05-18,2025-05-18,Customer payment,,26341.73,27049945.89,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
260,2025-05-19,2025-05-19,Customer payment,,446920.28,27496866.17,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
261,2025-05-20,2025-05-20,Capital injection,,898711.39,28395577.56,Loan or investor capital,Loan/Investment,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
262,2025-05-20,2025-05-20,Bank fees / transfer,20154.21,,28375423.35,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
263,2025-05-23,2025-05-23,Fuel purchase,14610.24,,28360813.11,Fuel for operations,Fuel,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
264,2025-05-24,2025-05-24,Customer payment,,158514.88,28519327.99,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
265,2025-05-25,2025-05-25,Customer payment,,181359.34,28700687.33,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
266,2025-05-25,2025-05-25,Customer payment,,485246.83,29185934.16,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
267,2025-05-26,2025-05-26,Customer payment,,435547.58,29621481.74,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
268,2025-05-27,2025-05-27,Repair / Maintenance,56502.36,,29564979.38,Equipment or vehicle maintenance,Maintenance,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
269,2025-05-28,2025-05-28,Salary payment,162226.68,,29402752.70,Monthly payroll,Salary,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
270,2025-05-28,2025-05-28,Bank fees / transfer,2287.08,,29400465.62,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
271,2025-05-28,2025-05-28,POS PURCHASE - Inventory,200043.11,,29200422.51,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
272,2025-05-28,2025-05-28,Customer payment,,518409.46,29718831.97,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
273,2025-05-30,2025-05-30,Customer payment,,495858.87,30214690.84,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
274,2025-06-01,2025-06-01,Rent payment,219940.69,,29994750.15,Monthly rent,Rent,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
275,2025-06-02,2025-06-02,Customer payment,,397712.66,30392462.81,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
276,2025-06-02,2025-06-02,Customer payment,,73159.31,30465622.12,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
277,2025-06-03,2025-06-03,Internet subscription,12593.08,,30453029.04,ISP/Internet,Utilities,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
278,2025-06-03,2025-06-03,Bank fees / transfer,12413.07,,30440615.97,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
279,2025-06-04,2025-06-04,Bank fees / transfer,18274.42,,30422341.55,"Bank fees, POS charges",Fees and charges,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
280,2025-06-04,2025-06-04,Customer payment,,97781.03,30520122.58,Sale / Customer payment,Sales,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
281,2025-06-04,2025-06-04,POS PURCHASE - Inventory,117581.89,,30402540.69,Stock / Inventory purchase,Inventory,2025-11-18 12:07:41.455946+00,2025-11-18 12:07:41.455946+00
